Algorithm,FeatureEngineering,ClassificationReport,Accuracy
SVM,tfidf,"              precision    recall  f1-score   support

    negative       0.79      0.94      0.86      1870
     neutral       0.67      0.42      0.51       614
    positive       0.80      0.58      0.67       444

    accuracy                           0.78      2928
   macro avg       0.75      0.65      0.68      2928
weighted avg       0.77      0.78      0.76      2928
",0.7769808743169399
