Algorithm,FeatureEngineering,ClassificationReport,Accuracy
LogisticRegression,tfidf,"              precision    recall  f1-score   support

    negative       0.80      0.92      0.86      1870
     neutral       0.62      0.46      0.53       614
    positive       0.80      0.58      0.68       444

    accuracy                           0.77      2928
   macro avg       0.74      0.66      0.69      2928
weighted avg       0.76      0.77      0.76      2928
",0.7745901639344263
